Datetime,Timestamp,Price,VIX,2-Month-LIBOR,2-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Puts,100-Puts-P,100-Puts-ROI
2016-03-02,1456894800000,11.97,17.09,0.523,58.48260158628521,1.134314614843599,-1.134314614843599,-100.0,1.1240281167143271,1.0959718832856735,97.50395626128416,,,
2016-03-03,1456981200000,12.25,16.7,0.52175,58.63927456101516,1.1639180668487477,-1.1639180668487477,-100.0,1.1534160985078463,1.4665839014921531,127.15132928952927,,,
2016-03-04,1457067600000,12.01,16.86,0.5175,58.527967415764955,1.1389305788355033,-1.1389305788355033,-100.0,1.1287181971835611,1.3512818028164393,119.71826149239295,,,
2016-03-07,1457326800000,12.26,17.35,0.5201,58.54676208732121,1.1630322507195805,-1.1630322507195805,-100.0,1.1525549340309975,1.5074450659690024,130.7916023314217,,,
2016-03-08,1457413200000,11.48,18.67,0.52175,60.05056177959929,1.1167629654337716,-1.1167629654337716,-100.0,1.1069211208171552,0.7230788791828449,65.32343322250921,,,
2016-03-09,1457499600000,12.03,18.34,0.52325,60.82669240012461,1.1852625555194178,-1.1852625555194178,-100.0,1.1749195564099306,1.395080443590068,118.73837966003886,,,
2016-03-10,1457586000000,11.3,18.05,0.5255,62.14561504428745,1.1372674188177747,-1.1372674188177747,-100.0,1.1275102912359225,0.6624897087640784,58.75686580544547,,,
2016-03-11,1457672400000,11.1,16.5,0.52295,61.872512310237006,1.1122552240406725,-1.1122552240406725,-100.0,1.1027172776710996,0.4272827223288997,38.74816609669035,,,
2016-03-14,1457928000000,11.61,16.92,0.521,62.55542035255686,1.1760592455984664,-1.1760592455984664,-100.0,1.166120252958167,0.893879747041832,76.65416536367275,,,
2016-03-15,1458014400000,11.95,16.84,0.5206,62.775302017322595,1.2147108046410624,-1.2147108046410624,-100.0,1.2044885984270242,1.4055114015729755,116.68947330912664,,,
2016-03-16,1458100800000,11.87,14.99,0.5204,62.78113399376234,1.2066881119583757,-1.2066881119583757,-100.0,1.1965382380521818,1.5334617619478168,128.15819112008532,,,
2016-03-17,1458187200000,11.95,14.44,0.5235,62.797587229160364,1.215163545149692,-1.215163545149692,-100.0,1.2048844206785525,1.8251155793214466,151.476402881332,,,
2016-03-18,1458273600000,12.04,14.02,0.52495,62.79852463280481,1.2243464274664388,-1.2243464274664388,-100.0,1.2139612136325315,1.9360387863674668,159.48110735550318,,,
2016-03-21,1458532800000,13.4,13.79,0.524,66.45089306931888,1.4410867900694448,-1.4410867900694448,-100.0,1.4295494035969198,2.9104505964030802,203.5921661105263,,,
2016-03-22,1458619200000,13.06,14.17,0.5154,66.6775287238778,1.409181416786983,-1.409181416786983,-100.0,1.3981212413508342,2.6118787586491656,186.81346662937653,,,
2016-03-23,1458705600000,12.59,14.94,0.5142,67.09637343405123,1.3669047745491918,-1.3669047745491918,-100.0,1.3562674439896805,2.19373255601032,161.74778549259432,,,
2016-03-24,1458792000000,12.88,14.74,0.5192,67.15718237581137,1.3996921901074328,-1.3996921901074328,-100.0,1.388704064501681,2.2912959354983204,164.99526386282471,,,
2016-03-25,1458878400000,13.4,15.24,0.521,67.62450213631371,1.4662495917162983,-1.4662495917162983,-100.0,1.4547782307016552,2.595221769298345,178.39294777229668,,,
2016-03-28,1459137600000,13.74,13.82,0.5195,67.80524284775629,1.5074152484005667,-1.5074152484005667,-100.0,1.495686673492516,3.464313326507485,231.62025763177456,,,
2016-03-29,1459224000000,15.02,13.56,0.5195,70.01534709337693,1.700993208060695,-1.700993208060695,-100.0,1.6881720148205996,4.201827985179398,248.89809499809314,,,
2016-03-30,1459310400000,15.28,13.95,0.5195,68.25748625173588,1.687435305498037,-1.687435305498037,-100.0,1.6743921741592445,4.835607825840755,288.79780379222325,,,
2016-03-31,1459396800000,14.22,13.1,0.5194,68.96570441723429,1.586499620119718,-1.586499620119718,-100.0,1.5743636488762514,4.02563635112375,255.6992696063052,,,
2016-04-01,1459483200000,14.28,14.12,0.5155,68.96360918909633,1.5931050476657305,-1.5931050476657305,-100.0,1.5810093404474053,3.7989906595525937,240.28894468628053,,,
2016-04-04,1459742400000,14.26,15.42,0.51975,68.57897195626761,1.5821359908732922,-1.5821359908732922,-100.0,1.5699576844974563,3.3900423155025425,215.93208205402644,,,
2016-04-05,1459828800000,14.97,14.09,0.521,69.16011288427157,1.6748527103168165,-1.6748527103168165,-100.0,1.662037316705682,4.257962683294318,256.18935510629865,,,
2016-04-06,1459915200000,14.81,16.16,0.5225,68.69327893981409,1.6458985524850318,-1.6458985524850318,-100.0,1.6331836438473264,3.9068163561526745,239.21476135710628,,,
2016-04-07,1460001600000,15.13,15.36,0.52305,68.69849247918496,1.6815939148776806,-1.6815939148776806,-100.0,1.6685906074978742,4.521409392502127,270.97176336634067,,,
2016-04-08,1460088000000,15.36,16.26,0.5225,68.11130692425657,1.6927081514568671,-1.6927081514568671,-100.0,1.6795210483727925,4.680478951627207,278.6793863739844,,,
2016-04-11,1460347200000,15.48,14.85,0.5197,66.28787808475202,1.6606857869922873,-1.6606857869922873,-100.0,1.6474668490691622,4.752533150930838,288.47519169299665,,,
2016-04-12,1460433600000,15.01,13.84,0.5197,65.62953429206635,1.5944300136002614,-1.5944300136002614,-100.0,1.5816124258595563,4.128387574140443,261.023971906189,,,
2016-04-13,1460520000000,14.82,13.72,0.521,63.19014990047007,1.51630842776186,-1.51630842776186,-100.0,1.5036214449083536,4.076378555091647,271.1040447644123,,,
2016-04-14,1460606400000,14.33,13.62,0.52075,63.74138058719243,1.4788373244238435,-1.4788373244238435,-100.0,1.4665757007127809,3.463424299287219,236.1572128601296,,,
2016-04-15,1460692800000,14.51,13.35,0.51985,62.982470679880116,1.479746062924014,-1.479746062924014,-100.0,1.4673518687099243,3.752648131290076,255.7428938015633,,,
