DATE,USD2MTD156N
2018-03-12,1.88038
2018-03-13,1.89038
2018-03-14,1.90075
2018-03-15,1.91613
2018-03-16,1.9345
2018-03-19,1.94675
2018-03-20,1.961
2018-03-21,1.97525
2018-03-22,1.9915
2018-03-23,1.99338
2018-03-26,1.99688
2018-03-27,1.99438
2018-03-28,2.00344
2018-03-29,1.99944
2018-03-30,.
2018-04-02,.
2018-04-03,1.99788
2018-04-04,2.01663
2018-04-05,2.02188
2018-04-06,2.02225
2018-04-09,2.0235
2018-04-10,2.02538
2018-04-11,2.02788
2018-04-12,2.0355
2018-04-13,2.0375
2018-04-16,2.04063
2018-04-17,2.04188
2018-04-18,2.04625
2018-04-19,2.05625
2018-04-20,2.05813
2018-04-23,2.05938
2018-04-24,2.06063
2018-04-25,2.06313
2018-04-26,2.05582
2018-04-27,2.06111
2018-04-30,2.0656
2018-05-01,2.07959
2018-05-02,2.08258
2018-05-03,2.08476
2018-05-04,2.08257
2018-05-07,.
2018-05-08,2.08186
2018-05-09,2.08636
2018-05-10,2.09171
2018-05-11,2.08652
2018-05-14,2.08569
2018-05-15,2.09167
2018-05-16,2.09369
2018-05-17,2.10338
2018-05-18,2.10375
2018-05-21,2.10675
2018-05-22,2.1075
2018-05-23,2.10105
2018-05-24,2.0989
2018-05-25,2.09942
2018-05-28,.
2018-05-29,2.09718
2018-05-30,2.09677
2018-05-31,2.10686
2018-06-01,2.11126
2018-06-04,2.11838
2018-06-05,2.12279
2018-06-06,2.12366
2018-06-07,2.13525
2018-06-08,2.13489
2018-06-11,2.137
2018-06-12,2.14675
2018-06-13,2.14925
2018-06-14,2.15175
2018-06-15,2.15175
2018-06-18,2.1505
2018-06-19,2.15425
2018-06-20,2.16525
2018-06-21,2.17231
2018-06-22,2.17881
2018-06-25,2.16963
2018-06-26,2.16888
2018-06-27,2.17113
2018-06-28,2.17288
2018-06-29,2.16913
2018-07-02,2.17319
2018-07-03,2.17475
2018-07-04,2.1715
2018-07-05,2.17756
2018-07-06,2.16938
2018-07-09,2.17175
2018-07-10,2.16713
2018-07-11,2.17288
2018-07-12,2.17313
2018-07-13,2.17338
2018-07-16,2.1735
2018-07-17,2.17313
2018-07-18,2.179
2018-07-19,2.17963
2018-07-20,2.17938
2018-07-23,2.16463
2018-07-24,2.17238
2018-07-25,2.174
2018-07-26,2.17138
2018-07-27,2.16875
2018-07-30,2.17363
2018-07-31,2.17906
2018-08-01,2.18075
2018-08-02,2.18206
2018-08-03,2.18238
2018-08-06,2.17844
2018-08-07,2.18381
2018-08-08,2.1855
2018-08-09,2.19238
2018-08-10,2.18638
2018-08-13,2.17838
2018-08-14,2.18263
2018-08-15,2.18275
2018-08-16,2.19613
2018-08-17,2.18588
2018-08-20,2.19125
