Datetime,Timestamp,Price,VIX,5-Day-LIBOR,5-Day-VM,90-Calls,90-Calls-P,90-Calls-ROI,90-Puts,90-Puts-P,90-Puts-ROI,90-Calls.1,90-Calls-P.1,90-Calls-ROI.1,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Straps,100-Straps-P,100-Straps-ROI
2008-07-30,1217390400000,22.84,21.21,2.42042,,,,,,,,,,,,,,,,,,,
2008-07-31,1217476800000,22.7071,22.94,2.3975,,,,,,,,,,,,,,,,,,,
2008-08-01,1217563200000,22.38,22.57,2.345,,,,,,,,,,,,,,,,,,,
2008-08-04,1217822400000,21.89,23.49,2.340836667,,,,,,,,,,,,,,,,,,,
2008-08-05,1217908800000,22.9486,21.14,2.3504166669999997,,,,,,,,,,,,,,,,,,,
2008-08-06,1217995200000,23.4557,20.23,2.335,,,,,,,,,,,,,,,,,,,
2008-08-07,1218081600000,23.3671,21.15,2.34125,45.31097910229429,2.3536263937060085,2.233083606293992,94.87842302693545,0.01017262579611633,-0.01017262579611633,-100.0,,,,0.4979938443097165,1.7520061556902835,351.81281369427154,0.4905007688542842,-0.4905007688542842,-100.0,1.4864884574737172,3.013511542526283,202.72687133055425
2008-08-08,1218168000000,24.2214,20.66,2.325416667,45.259599812838154,2.43955326640101,0.8668867335989923,35.534650771445584,0.010470213064336929,-0.010470213064336929,-100.0,,,,0.5155938712995027,0.3687061287004969,71.5109603167334,0.5078793675920892,-0.5078793675920892,-100.0,1.5390671101910947,0.22953288980890463,14.913767456209575
2008-08-11,1218427200000,24.7943,20.12,2.3279166669999998,30.26623901421892,2.486882577984378,0.2539474220156244,10.211476177594566,0.00033766347879619907,-0.00033766347879619907,-100.0,,,,0.3542885889794576,-0.09288858897945572,-26.21834060391982,0.34638312841769725,-0.34638312841769725,-100.0,1.0549603063766124,-0.5321603063766087,-50.44363310733245
2008-08-12,1218513600000,25.2471,21.17,2.325,22.90952850545249,2.5319517162724985,-0.4643417162724965,-18.339280061631406,5.943023579873846e-06,-5.943023579873846e-06,-100.0,,,,0.2740577954502683,-0.2740577954502683,-100.0,0.2660180473959173,0.19108195260408325,71.83044702215037,0.8141336382964539,-0.3570336382964534,-43.854426534141716
2008-08-13,1218600000000,25.6143,21.55,2.32917,22.95051248719236,2.568790405031692,-0.5016604050316893,-19.52905165205568,6.228566092002751e-06,-6.228566092002751e-06,-100.0,,,,0.2785410751789552,-0.2785410751789552,-100.0,0.2703697679949588,0.22393023200504025,82.82369499581608,0.8274519183528692,-0.33315191835287017,-40.262389990713224
2008-08-14,1218686400000,25.6171,20.34,2.3245866669999997,20.722326048528377,2.5690513245794517,-0.7258413245794522,-28.253282355044853,8.150015958644298e-07,-8.150015958644298e-07,-100.0,,,,0.25191996884235657,-0.25191996884235657,-100.0,0.24376384708918766,0.4747361529108147,194.75248630167846,0.7476037847739008,-0.02910378477389841,-3.892942407013138
2008-08-15,1218772800000,25.1057,19.58,2.349586667,27.85960953879825,2.5179647331794857,0.14260526682051733,5.6635132709125235,0.0001234080528278187,-0.0001234080528278187,-100.0,,,,0.3305733374662072,-0.18057333746620507,-54.624289681155595,0.3224940873254773,-0.3224940873254773,-100.0,0.9836407622578918,-0.6836407622578875,-69.50106059946405
2008-08-18,1219032000000,25.0557,20.98,2.327083333,24.13554276012125,2.512772010223589,-0.41290201022358985,-16.432131866466047,1.4658380804892252e-05,-1.4658380804892252e-05,-100.0,,,,0.2863224607204557,-0.2863224607204557,-100.0,0.27833651422847616,0.1273634857715269,45.758813256883315,0.8509814356693876,-0.4452814356693845,-52.32563449743451
2008-08-19,1219118400000,24.79,21.28,2.3175033330000003,20.48382523570339,2.48608247611098,0.008617523889022037,0.3466306517112246,6.116854795815152e-07,-6.116854795815152e-07,-100.0,,,,0.24101439390035215,-0.2253143939003497,-93.48586623980071,0.2331456556497944,-0.2331456556497944,-100.0,0.7151744434504987,-0.6837744434504938,-95.60946279784419
2008-08-20,1219204800000,25.12,20.42,2.284583333,19.814661083631037,2.5190745066113682,-0.17427450661136845,-6.91819579587587,2.903438745383404e-07,-2.903438745383404e-07,-100.0,,,,0.2363197657096219,-0.2363197657096219,-100.0,0.22845952541240774,-0.06125952541240665,-26.81416995059537,0.7010990568316515,-0.5338990568316504,-76.15172943526733
2008-08-21,1219291200000,24.8986,19.82,2.309166667,19.694113209600804,2.496947554671422,-0.08568755467141997,-3.4316922079965653,2.488986892831759e-07,-2.488986892831759e-07,-100.0,,,,0.23287787091234516,-0.23287787091234516,-100.0,0.22500308672042024,-0.14640308672042224,-65.06714590201905,0.6907588285451105,-0.6121588285451125,-88.6212094942678
2008-08-22,1219377600000,25.2557,18.81,2.310833333,18.892760004211787,2.532764231480669,-1.04429423148067,-41.23140316420882,9.046718165363044e-08,-9.046718165363044e-08,-100.0,,,,0.2267737544662083,-0.2267737544662083,-100.0,0.21878026445122425,0.8183197355487781,374.03727324372886,0.6723277733836408,0.36477222661636155,54.25511797327117
