Datetime,Price,Timestamp,VIX,5-Month-LIBOR,5-Month-VM,107-Calls,107-Calls-P,107-Calls-ROI,107-Puts,107-Puts-P,107-Puts-ROI,107-Straddles,107-Straddles-P,107-Straddles-ROI
2013-12-10,80.1943,1386651600000,15.42,0.31035,23.803084826509995,2.7612342625890065,4.5207647374109925,163.72260762736602,8.26546468633466,-8.26546468633466,-100.0,11.026698948923666,-3.7446999489236674,-33.96029914545906
2013-12-11,80.0771,1386738000000,15.54,0.31155,23.7721934357229,2.7513959093065026,5.996107090693506,217.92963602264146,8.247160168528971,-8.247160168528971,-100.0,10.998556077835474,-2.251053077835479,-20.466805477964964
2013-12-12,79.2043,1386824400000,15.76,0.3112166666666667,23.82394675029248,2.7312014192301817,6.4591975807698025,236.49656650333748,8.167180565538047,-8.167180565538047,-100.0,10.898381984768228,-1.7079829847682433,-15.671895031348237
2013-12-13,79.6428,1386910800000,16.03,0.3133833333333333,23.59554608969611,2.702961286694613,6.799242713305392,251.54791327477813,8.168277913665158,-8.168277913665158,-100.0,10.87123920035977,-1.3690352003597646,-12.5931844118972
2013-12-16,79.2843,1387170000000,16.21,0.3129666666666667,23.139584079312453,2.604355673161752,9.751443326838238,374.42824831217246,8.045216082421144,-8.045216082421144,-100.0,10.649571755582896,1.7062272444170947,16.02155733184884
2013-12-17,78.6814,1387256400000,13.8,0.3138833333333333,23.121729149027342,2.581295898906664,10.259606101093336,397.4595126982112,7.9804657408570066,-7.9804657408570066,-100.0,10.56176163976367,2.2791403602363296,21.579168683902694
2013-12-18,77.78,1387342800000,14.15,0.3163833333333333,23.176474878404907,2.56213899989212,11.884261000107891,463.84138411726616,7.898600235488268,-7.898600235488268,-100.0,10.460739235380387,3.9856607646196096,38.10113869523943
2013-12-19,78.4314,1387429200000,13.79,0.3148833333333333,23.03847258123353,2.557629079213026,12.540772920786967,490.3280551003792,7.939299317404682,-7.939299317404682,-100.0,10.496928396617708,4.601473603382285,43.83638174444402
2013-12-20,81.4414,1387515600000,13.04,0.3152166666666667,23.482282878850516,2.742126253377812,8.495575746622189,309.8170894267596,8.330212250292783,-8.330212250292783,-100.0,11.072338503670595,0.1653634963293893,1.4934830277684301
2013-12-23,81.0957,1387774800000,12.48,0.3152166666666667,23.493416666103144,2.732646530300432,8.64495446969958,316.35831322645083,8.297012388205857,-8.297012388205857,-100.0,11.02965891850629,0.3479420814937235,3.1546041819110413
