Datetime,Price,Timestamp,VIX,1-Month-LIBOR,1-Month-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls.1,100-Calls-P.1,100-Calls-ROI.1,100-Straddles,100-Straddles-P,100-Straddles-ROI
2015-08-11,0.99,1439265600000,13.71,0.19345,,,,,,,,,,,,,
2015-08-12,1.29,1439352000000,13.61,0.194,,,,,,,,,,,,,
2015-08-13,1.88,1439438400000,13.49,0.1976,,,,,,,,,,,,,
2015-08-14,1.79,1439524800000,13.49,0.1976,,,,,,,,,,,,,
2015-08-15,1.79,1439611200000,12.83,0.1996,,,,,,,,,,,,,
2015-08-16,1.3,1439697600000,13.02,0.2046,,,,,,,,,,,,,
2015-08-17,1.37,1439784000000,13.02,0.2046,,,,,,,,,,,,,
2015-08-18,1.36,1439870400000,13.79,0.20275,,,,,,,,,,,,,
2015-08-19,1.24,1439956800000,15.25,0.202,,,,,,,,,,,,,
2015-08-20,1.52,1440043200000,15.25,0.2004,,,,,,,,,,,,,
2015-08-21,1.44,1440129600000,19.14,0.2004,,,,,,,,,,,,,
2015-08-22,1.4,1440216000000,28.03,0.1994,,,,,,,,,,,,,
2015-08-23,1.35,1440302400000,28.03,0.1994,,,,,,,,,,,,,
2015-08-24,1.24,1440388800000,40.74,0.1994,,,,,,,,,,,,,
2015-08-25,1.27,1440475200000,36.02,0.19775,,,,,,,,,,,,,
2015-08-26,1.18,1440561600000,30.32,0.198,,,,,,,,,,,,,
2015-08-27,1.14,1440648000000,30.32,0.197,,,,,,,,,,,,,
2015-08-28,1.3,1440734400000,26.1,0.197,,,,,,,,,,,,,
2015-08-29,1.18,1440820800000,26.05,0.19855,,,,,,,,,,,,,
2015-08-30,1.32,1440907200000,26.05,0.19855,,,,,,,,,,,,,
2015-08-31,1.31,1440993600000,28.43,0.19855,,,,,,,,,,,,,
2015-09-01,1.36,1441080000000,31.4,0.2012,,,,,,,,,,,,,
2015-09-02,1.14,1441166400000,31.4,0.2028,,,,,,,,,,,,,
2015-09-03,1.23,1441252800000,26.09,0.2043,,,,,,,,,,,,,
2015-09-04,1.35,1441339200000,25.61,0.2043,,,,,,,,,,,,,
2015-09-05,1.37,1441425600000,25.61,0.19925,,,,,,,,,,,,,
2015-09-06,1.34,1441512000000,27.8,0.2027,,,,,,,,,,,,,
